OBJECTID,PS_ID,Longitude,Latitude,Mean_Veloc,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108
2817,158437,113.498512,22.119797,-3.203732,0,-5.196495,-3.208672,-10.064182,-6.640547,-32.220638,-33.876743,1.577454,-8.912731,-32.889584,-19.614132,2.472633,2.670269,-38.269711,-43.674088,-31.593765,-37.09259,-35.638336,-28.51445,-31.994879,-38.758457,-50.823326,-44.691032,-37.774971,-43.055885,-41.674591,-44.197155,-38.881084,-41.115929,-43.109142,-42.36644,-34.933216,-40.402092,-34.481686,-35.359631,-22.1413,-42.764919,-39.327545,-42.387955,-39.359936,-39.45282,-34.441803,-37.919849,-37.322067,-34.753353,-57.215462,-30.493328,-38.971722,-41.316147,-43.374508,-35.431793,-43.511066,-44.6674,-49.407909,-38.012726,-25.705059,-52.278816,-36.539688,-27.218813,-43.352226,-35.567226,-38.794205,-39.597672,-39.72324,-45.187717,-36.728889,-51.539597,-45.984669,-59.727345,-37.859005,-45.006863,-48.347595,-37.394382,-41.412979,-40.493423,-41.823727,-42.096783,-49.713783,-49.647999,-48.628059,-43.928635,-45.953934,-52.998878,-41.175095,-48.643856,-44.416649,-42.063568,-43.302605,-44.626255,-46.185841,-42.015015,-45.008816,-37.394958,-51.736732,-51.186115,-46.507095,-54.211361,-51.956627,-46.573338,-44.712021,-45.748951,-46.21228,-39.418652,-46.392544
2818,158438,113.496635,22.119471,-1.387903,0,-3.580528,-1.377945,0.643509,-1.604018,1.761935,6.108197,28.297239,-2.840199,2.194644,6.368311,26.762289,-4.031842,-1.447712,-0.136145,-0.542941,4.484873,6.94055,9.159369,3.187927,-11.55198,-20.70439,-1.05993,-16.699362,-3.749238,-11.027841,-12.31168,-12.432097,-5.262475,-7.357199,-2.889711,-3.841659,-10.094881,14.758994,-13.390796,8.878753,-17.129953,-1.10417,-4.856117,1.33611,3.614414,4.777387,-7.378701,1.472297,14.909406,-7.433487,-2.939996,-9.113002,-5.413587,-3.874574,4.362211,-0.409524,-2.581227,-2.787894,9.143137,5.086709,-11.725521,-9.398499,19.192108,7.764372,2.334608,-4.743257,0.155603,-24.518438,-27.243929,-13.663335,-28.360893,-15.76364,-36.651985,2.2555,-17.331545,-3.306422,-6.43538,-2.17858,-0.014974,-2.729371,-19.374447,-9.747106,0.288528,-2.698393,5.08164,-15.772346,-21.43973,-3.549411,-2.283678,-1.652754,-23.403261,1.016105,-18.205145,-24.434387,-1.396847,-10.273576,11.804595,8.62534,-13.579947,-2.640085,-14.708558,-6.752831,-4.068225,0.870935,-25.329473,-26.849815,3.886678,-7.210949
2819,158441,113.493736,22.118965,-5.501364,0,-5.13104,-9.76752,-13.526272,-13.40309,-15.556417,12.383213,10.831031,9.420508,12.252615,11.955441,0.540144,-5.168082,-6.016223,-9.935844,-12.802584,-15.109697,12.523685,10.796441,4.050962,-3.789816,-20.556664,-4.258663,-7.073205,-8.375674,-13.979688,5.866515,10.622945,6.303344,3.623976,-0.958129,1.984668,-3.46749,-1.849004,-6.702586,10.815732,-13.621465,21.122746,9.329364,8.791463,7.956003,12.919306,0.747922,-2.290448,9.06095,-23.473789,2.12953,-12.683699,-5.530056,-9.239519,-7.546049,-10.867596,-13.331083,-15.111651,-10.850502,-3.890881,-25.673515,-11.407398,-7.68252,-17.38744,-11.881796,-15.755692,-21.786739,-21.204348,-22.282715,-17.241123,-31.26495,-23.553507,-29.784172,-17.791485,-26.752794,-34.251499,-20.285675,-25.015923,-22.220913,-25.10363,-24.377867,-31.775932,-33.271553,-37.020607,-28.646442,-31.727484,-41.840622,-30.799679,-36.30027,-32.641422,-28.95278,-29.424723,-33.76178,-38.393047,-29.310511,-34.7752,-42.477158,-42.260307,-40.661987,-37.278625,-43.893978,-42.674351,-38.26836,-37.775074,-38.171097,-42.783272,-35.461082,-41.317371
2820,158442,113.489746,22.118273,-0.512538,0,-4.757414,1.394073,-11.877806,-7.712502,-9.525497,8.082449,0.29793,2.36955,3.776114,10.606222,0.980905,-5.27263,-4.807281,-0.309815,-1.467499,-5.634603,3.038173,3.466368,4.443366,-10.041364,-19.335182,0.331822,-8.455817,-1.47768,-3.017472,-5.640416,-1.08968,-0.039875,-1.837351,-7.50434,0.643707,-7.008535,-4.98335,-1.631863,17.851057,-4.672621,9.28014,1.715655,-0.286775,2.255752,7.904366,-0.731934,-3.878257,9.428024,-21.133478,5.485449,-6.806573,-4.681826,-5.479383,-0.472129,-2.554754,-5.901876,-6.717619,-0.447789,3.442966,-14.289139,-3.401727,5.130497,-7.722318,-0.809885,-3.477207,-7.572506,-5.100418,-4.436374,0.358475,-12.18376,-7.2955,-0.774908,1.680354,-10.774475,-15.185871,-2.268342,-5.438913,-1.329461,-1.487967,-0.380113,-7.564153,-6.841297,-9.253441,1.227834,-1.336533,-14.033516,-5.891554,-7.747771,-7.150732,0.560129,-1.001977,-4.479569,-3.306872,-0.008209,-3.424817,-9.764799,-9.541145,-8.60362,-5.766014,-10.066977,-9.658379,-3.8536,-3.617708,-1.615335,-1.399599,1.731838,-1.656994
2821,158444,113.53215,22.125513,-0.527658,0,-4.913219,-10.624997,-1.200294,-23.749125,0.616733,6.815349,1.584463,4.054456,-8.463364,22.491716,25.268354,-0.931282,-2.176213,2.39456,-0.623935,-2.284169,5.626891,17.371828,-2.78689,-3.849248,-8.671042,8.997799,-2.133046,-8.822629,-18.183601,-19.0996,-13.454247,-16.364511,-23.528679,-18.981651,-20.93449,-14.257401,-4.814051,-11.370265,-7.546328,-13.111184,-13.629711,-14.43709,-10.607251,-14.156348,-6.723784,-12.307496,-0.267223,-8.966549,-12.098696,-14.825657,-5.744024,-13.053915,-12.94829,-10.317424,-12.124866,-11.563219,-13.031647,-6.14957,-10.571777,-3.086987,-13.667186,3.000952,-2.666538,-0.719419,-13.532321,-17.378321,-17.308979,-11.800534,-3.567883,-16.404596,-8.354178,-40.653168,-12.743389,-6.698797,3.335107,-6.829899,-9.674356,-8.912486,-6.436666,-7.768523,-7.565879,-4.755034,-7.475197,1.759097,-9.199335,-18.699928,-6.37507,-12.573668,-5.978226,-7.457094,-6.098424,-8.254677,-9.497658,-6.373999,-5.545546,9.591745,-10.309274,-6.329913,-6.424904,-3.60404,-5.184252,-8.171865,-8.341249,-2.929967,-7.521441,3.575326,-0.801085
2822,158445,113.531906,22.125471,-0.956259,0,-1.696537,-6.227131,-9.979349,-13.294476,-8.570819,6.081429,4.481021,-4.570399,-3.569607,19.23785,18.866112,-1.365842,-0.390185,-8.055105,-4.55615,-6.743821,-1.928249,11.723674,-2.36928,-4.275978,-6.480503,7.075535,-1.949091,-6.914002,-6.156963,-13.685072,-4.492659,-10.143993,-20.562836,-15.383879,-14.656523,-14.049218,-3.310221,-13.21433,-6.583136,-11.053722,-12.496885,-13.993782,-10.927156,-14.851086,-4.252536,-10.809702,1.943904,-10.774552,-14.163958,-14.92083,-8.632433,-13.524203,-14.902225,-11.86342,-14.583374,-10.58262,-12.57502,-7.003516,-13.435867,-1.863561,-13.732519,2.620163,-5.270947,-2.451783,-12.009103,-18.446873,-15.725312,-14.706429,-5.808599,-19.950859,-11.760557,-43.045052,-14.3959,-8.447693,0.724511,-10.507814,-9.560331,-10.211175,-9.852057,-9.760054,-9.838217,-7.507784,-10.616795,-1.318397,-10.753031,-20.008274,-8.679992,-17.159931,-8.957048,-9.824974,-8.105395,-11.594555,-11.28331,-8.87799,-9.672498,3.083281,-11.771685,-7.756912,-9.904505,-7.960603,-8.60176,-12.628139,-10.271509,-7.062584,-12.184883,-0.148247,-1.012355
2823,158446,113.531395,22.125383,0.082371,0,-3.412902,-6.098083,-10.900612,-9.792259,-8.296768,0.419849,-3.18893,-1.971561,-3.039127,19.153418,14.18619,-8.425979,-8.430886,-7.512401,-5.655162,-7.399136,-4.144856,2.730919,-7.480685,-7.032087,-15.952013,-1.250878,-11.986164,8.530115,-5.833766,-11.201633,-3.182786,-9.736097,-10.626929,-6.733589,-8.76532,-6.800709,3.918584,-8.196064,-0.234715,-3.036964,-5.334407,-7.235726,-0.641137,-9.913271,2.406975,-4.548029,7.067813,-2.532426,-3.9644,-6.663813,-2.306547,-6.721153,-3.864988,-4.391631,-8.124119,-1.051809,-1.86272,-1.792965,-5.115511,6.180486,-6.670922,8.804834,-2.756404,4.329681,-7.091231,-10.010771,-5.293753,-8.102297,-0.896356,-13.131939,-6.458839,-36.63723,-4.758778,-1.02479,11.08884,-4.962089,0.773603,-3.752751,-3.76759,-2.302627,-4.289107,-4.734818,-4.25206,6.572589,-1.395245,-15.019777,-3.135588,-11.286718,-2.990194,-2.006823,-0.691451,-2.481211,-5.473482,-0.378571,-0.410822,9.731895,-7.346375,1.166111,-8.839031,-3.020764,-6.36461,-6.571037,-1.900719,-4.000823,-10.423761,2.331496,0.298116
2824,158454,113.527336,22.124678,0.019793,0,-20.584953,0.77235,-19.835045,-19.883947,-21.259014,-7.161936,-4.211503,-1.213176,-3.014755,15.157375,8.177794,-9.667095,-3.66083,-26.716125,-26.45179,-22.925533,-7.106964,-4.750608,-22.724628,-18.778656,-28.938168,-12.284896,-22.237598,-4.111556,-14.741818,-20.433012,-18.808083,-17.606194,-20.055622,-19.175869,-14.12402,-17.466906,-10.553791,-13.798163,-9.597853,-15.873333,-12.362797,-12.600954,-8.064639,-9.912539,-7.967967,-13.347811,1.236164,-11.581498,-15.748699,-5.281984,-12.789644,-12.390259,-13.05895,-10.887512,-16.408529,-9.697894,-11.085874,-12.307261,-9.856014,-3.381576,-14.948057,0.501987,-11.765282,-3.086354,-9.772392,-15.200419,-14.186628,-15.952217,-6.560528,-19.516834,-14.319632,-45.53476,-12.883678,-11.716393,-5.334708,-10.404218,-11.304413,-9.033849,-8.689692,-8.158926,-6.584418,-7.465695,-17.306953,-1.137514,-10.991745,-26.959511,-13.148493,-25.022327,-11.596219,-13.77162,-10.040742,-11.476286,-15.892739,-6.571316,-7.37836,-8.203864,-9.395342,-12.785752,-12.729102,-14.786627,-13.190277,-13.182912,-10.795788,-8.442036,-19.546379,0.670488,-6.923094
2825,158464,113.516327,22.122765,-1.30034,0,-5.12603,-7.616533,-4.380476,-7.868162,-3.980302,0.594776,-0.5653,3.137431,2.111806,13.562963,15.537924,-0.232823,-5.128807,-16.324902,-6.199348,-12.965494,2.815356,6.582762,-16.300875,-12.727249,-24.426682,-10.494725,-11.191553,-2.097182,-9.628731,-22.658609,-15.337345,-14.369584,-17.844925,-15.192438,-10.461534,-21.507524,12.783033,-3.670895,2.832477,-6.422861,-0.078162,-12.083155,-4.62244,-4.691071,4.412789,-8.240924,-0.790461,-2.068586,-21.441885,4.544837,-7.546538,-10.050781,-11.915018,-9.053144,-12.897453,-12.952232,-14.412411,-4.026339,6.257017,-7.897367,-2.591371,-1.498047,-8.650668,-6.866205,-13.43896,-14.895461,-10.511334,-14.728427,-4.751555,-20.324284,-16.143372,-31.258808,-1.750899,-12.305441,-11.395883,-11.76545,-10.292594,-14.883018,-11.858305,-13.379036,-16.836819,-15.52084,-22.061108,-9.283189,-16.503464,-26.360344,-8.517784,-20.355623,-11.771694,-12.381315,-10.934121,-11.547251,-12.868704,-4.839639,-9.309353,-5.800178,-15.249274,-14.059018,-13.497169,-13.489224,-15.635611,-17.085482,-15.23148,-12.843598,-12.950926,-3.381767,-9.527595
2826,158465,113.515656,22.122648,-0.324298,0,0.003729,-7.053471,-8.137991,-5.57753,-3.559011,5.276525,-1.406696,5.08299,5.743604,14.963424,17.997248,-3.487154,-0.120307,-2.742922,-1.860013,-1.193034,-2.745717,9.87849,0.85023,-2.496354,-15.942482,-2.598038,-2.610464,-4.666866,-1.699621,-7.091823,2.858647,-4.885041,-11.635834,-7.135841,-4.494889,-7.094554,3.734115,-1.819127,6.970635,-9.309699,4.112697,-2.749035,-3.565251,-2.878792,5.648043,-5.023002,3.911623,5.634421,-14.838087,9.01718,-1.68399,-2.195148,-5.870661,-0.889899,-5.881224,-3.608525,-2.721241,1.305195,14.916987,1.013596,4.002955,9.022064,-2.462986,3.411505,-4.741616,-4.07244,-3.303488,-4.454706,3.311347,-10.379189,-7.303233,-21.025028,7.160819,-7.143834,-3.160962,-1.321099,0.643742,-2.923581,-0.910685,1.824442,-2.150081,-2.019515,-8.250243,0.102013,-10.277875,-13.842108,-1.154523,-14.687312,-2.643262,-3.67362,-5.443276,-0.679784,-2.968318,4.020354,-2.01496,-1.380603,-7.014997,-6.568655,0.185061,-4.36405,-4.500362,-2.261392,-3.158632,-1.026965,-1.179139,12.62071,-2.574423
2827,158475,113.546768,22.127924,0.2304,0,3.645549,-4.082194,-1.040727,-2.25776,-8.317869,5.542537,-5.01629,-1.086654,-9.403274,10.467918,9.764384,-12.164902,-4.371581,-1.553701,-0.383073,-1.288731,0.944702,5.752374,-3.586786,-9.998207,-17.916939,-4.280279,-3.586363,3.779171,-1.126595,-6.211168,-5.90671,-4.135176,-15.514693,-7.466024,-7.989031,-9.32675,2.227473,-5.728262,8.16186,-4.552679,-2.143331,-7.413959,1.676037,-4.816362,1.348913,-1.38058,2.770045,-9.676016,-11.237343,3.162461,-5.281632,-12.634492,-6.272872,-5.087739,-5.850791,-6.911302,-6.549083,-0.454694,-3.735239,-0.660276,-7.197726,10.022685,-10.986284,-0.133243,-3.726705,-8.469942,-7.044325,-3.64381,0.149399,-9.635025,-7.815227,-14.989919,-6.347285,-2.773228,2.401021,1.04155,-5.538921,0.319894,2.834082,-0.164895,1.422028,-0.220288,0.811037,-8.764162,-7.54806,-0.229947,-1.460683,-3.948559,0.287039,2.425004,2.624433,-1.283246,-1.616284,-10.882873,-0.134844,13.534986,-1.874824,-8.117134,-6.901543,5.347191,-0.645919,-0.066713,1.155009,3.015249,3.326133,-0.297912,-0.800441
2828,158476,113.545876,22.127769,-1.420335,0,0.270741,-4.84026,-1.816362,-2.046088,-7.010292,3.804296,-3.14297,-1.28661,-7.707469,12.73132,11.563941,-11.480224,-5.708625,-4.997609,-1.969589,-5.014094,0.497646,2.189627,-4.689394,-9.926289,-18.035738,-2.207792,-9.028597,4.94146,-5.958249,-9.681479,-7.81621,-6.616806,-21.738811,-10.637976,-11.634399,-13.226961,-1.03357,-11.724185,9.081777,-7.860226,-4.99815,-11.272489,-4.075595,-12.13748,-6.446506,-5.972257,-3.082034,-12.680392,-14.194054,-3.19713,-8.839193,-14.969456,-14.064835,-10.07361,-14.414063,-13.258889,-15.699947,-10.084998,-10.41167,-10.298557,-14.907127,1.480754,-21.507385,-9.52585,-16.035145,-18.39666,-15.186205,-14.898348,-8.591196,-19.537527,-15.757779,-31.096123,-18.70895,-14.753593,-9.479211,-12.414764,-15.23107,-11.632607,-9.96894,-15.312691,-10.728382,-13.09982,-10.003619,-17.34029,-16.480305,-14.256566,-12.298637,-16.854069,-13.557341,-13.425181,-13.248935,-15.709547,-11.137352,-23.424095,-9.683957,3.366712,-11.208897,-20.742809,-14.414528,-5.11241,-10.457829,-10.030142,-9.353235,-5.157362,-8.667041,-9.50226,-10.300109
2829,158478,113.49839,22.119648,-4.096987,0,-3.007679,-7.001396,-10.892967,-6.812485,-35.450356,-33.623619,-4.052311,-4.809425,-24.859821,-18.380701,3.310009,-3.186195,-34.296806,-35.498005,-40.486847,-39.559574,-35.18536,-29.971844,-33.687611,-39.24147,-48.163975,-42.199535,-35.937176,-41.02356,-42.86356,-44.028587,-38.042252,-41.38924,-44.73893,-44.098091,-35.650188,-41.703777,-33.837177,-35.330441,-22.47769,-47.379456,-34.179737,-44.167862,-40.971546,-41.793335,-37.898945,-42.954414,-34.897438,-31.018173,-58.49501,-30.844378,-46.398682,-43.108032,-43.872147,-43.929726,-45.853783,-51.147064,-50.250008,-41.778908,-28.827757,-52.704178,-41.600929,-32.972527,-46.096619,-42.874977,-44.943489,-48.184025,-48.038567,-50.624493,-44.083546,-57.129982,-50.439854,-66.018028,-44.896072,-49.405331,-54.116974,-44.456448,-46.718163,-44.560177,-47.617203,-48.324402,-56.361462,-54.371044,-54.025902,-45.175701,-49.003754,-59.647026,-44.71048,-56.811806,-50.406227,-47.854874,-49.347466,-52.99028,-53.504219,-44.707756,-48.319153,-40.113743,-52.971096,-54.74147,-51.82151,-60.773079,-56.604961,-51.855942,-52.075325,-51.866024,-55.213509,-44.204281,-51.973022
2830,158479,113.496681,22.11935,-1.600297,0,-2.481308,-1.711733,0.657394,-0.440615,0.745594,6.980103,30.344872,0.287949,4.170185,8.147569,30.11134,-4.457733,-2.294568,-1.810543,-2.866259,1.622993,5.142867,8.033283,1.90438,-11.89262,-20.858377,-2.699054,-15.8032,-6.468835,-10.57634,-12.468044,-13.815615,-7.06748,-5.963795,-3.09007,-2.462526,-10.3825,14.237453,-13.233891,8.41892,-17.658375,-1.743656,-5.357597,-0.081728,2.417685,4.990715,-7.376977,1.718959,14.221216,-6.780602,-3.072878,-10.582632,-5.047004,-4.147809,2.11647,-0.811384,-3.595725,-3.989219,8.343273,5.749335,-12.74721,-9.188369,20.093388,7.718791,0.772956,-5.706652,-2.500057,-25.719185,-28.555941,-14.910478,-28.96583,-15.723119,-37.054276,0.590573,-17.846443,-2.439483,-8.460399,-4.89864,-2.498503,-5.01242,-20.108906,-12.300179,-0.161764,-3.476729,5.18417,-15.055212,-21.734179,-3.340868,-2.918319,-3.009926,-25.584053,-0.682757,-19.438242,-25.754753,-4.904236,-11.605083,11.402894,7.730331,-16.412622,-2.921587,-16.202106,-7.524441,-5.4602,-0.874692,-27.424812,-28.542875,2.288503,-9.165516
2831,158480,113.546021,22.127775,-0.067517,0,5.391166,-2.502791,0.26354,-0.531614,-4.633395,8.406583,-2.463956,0.013602,-7.699366,13.724751,12.554406,-10.665009,-3.114151,0.134481,2.23055,1.147632,4.652736,8.592357,-0.003872,-7.053127,-14.94147,-0.283578,-3.077679,8.290206,-0.288699,-3.438309,-0.539077,-1.293212,-12.812733,-2.695079,-4.776286,-6.273993,4.647702,-6.422434,11.193797,-2.086479,0.629318,-2.11133,3.895399,-1.660669,3.837801,1.338121,3.353153,-6.806468,-6.519864,3.967084,-2.776572,-7.945233,-4.034757,-0.380078,-2.129128,-3.241944,-5.003941,-0.28515,-1.486697,-0.796265,-5.398835,11.844507,-11.157681,1.31437,-4.78998,-6.670224,-3.030966,-2.894925,3.359054,-8.277021,-5.92043,-15.448217,-5.927218,-2.107091,2.952989,-0.060931,-2.864498,1.679721,3.249992,-0.331927,3.733411,0.789518,0.690577,-7.213185,-5.108818,-3.698458,-0.012103,-3.333637,-0.482415,0.858129,0.602352,-2.907577,0.712227,-13.020938,0.150462,13.714546,-0.446744,-7.308283,-4.626933,4.204772,0.190326,0.588707,3.658452,4.994846,3.22429,3.05712,0.071641
2832,158481,113.493767,22.118845,-5.435167,0,-4.397431,-9.694107,-12.745696,-12.930216,-15.649011,12.784751,11.694904,9.882343,12.205116,15.74053,2.854932,-1.618405,-4.782944,-8.751741,-12.734254,-14.982892,13.602308,12.694389,5.904094,-2.643885,-17.849651,-1.417666,-5.274342,-6.877842,-12.550011,7.551243,11.760095,7.017182,5.566464,0.130361,3.861451,-2.023689,0.548312,-3.140067,11.960613,-13.411446,22.301813,10.941352,9.98172,9.475969,14.075647,1.862868,-0.080351,10.347562,-20.994934,3.864698,-11.381635,-4.016085,-7.114831,-5.553096,-8.923975,-12.096454,-13.609635,-9.02921,-1.818911,-23.079161,-8.692504,-4.979693,-15.204169,-10.265123,-14.342268,-20.059153,-19.888311,-20.620239,-15.739644,-30.567007,-21.916945,-28.52565,-16.023628,-25.677807,-32.454136,-19.291601,-23.811607,-21.316557,-24.078279,-23.604181,-30.910421,-31.590401,-34.900673,-26.678719,-29.184912,-40.39917,-28.405897,-34.517475,-31.295864,-27.991936,-28.849766,-33.078308,-36.502922,-27.474031,-32.556618,-39.021954,-39.769127,-38.039612,-34.764278,-42.280399,-41.566734,-37.431984,-37.148315,-37.439819,-41.591423,-33.128826,-39.129147
2833,158484,113.4897,22.118135,-0.279737,0,-16.47414,-11.104488,-25.365673,-19.171513,-19.364565,-0.812222,-9.278217,-7.477164,-6.394165,-0.499171,-10.561953,-13.656268,-13.003448,-14.124835,-13.968267,-17.195564,-9.544137,-8.249825,-6.468334,-19.344194,-30.147047,-11.268894,-17.935797,-12.604322,-15.068615,-16.98815,-12.83076,-12.176277,-13.091999,-19.235823,-10.026691,-18.459583,-12.509553,-10.749709,7.003704,-16.248875,-2.311538,-10.14485,-11.473602,-9.351929,-3.786286,-12.513779,-14.516455,-1.733366,-31.461666,-5.608768,-16.9373,-14.388005,-14.388195,-11.022675,-12.993167,-16.217342,-15.94272,-10.284155,-6.114982,-23.8274,-12.440446,-2.953793,-17.374634,-9.293455,-12.976944,-17.505178,-14.290162,-14.002298,-9.494308,-21.850622,-16.817551,-10.431889,-7.134892,-19.300833,-23.272434,-11.844191,-14.881836,-10.280689,-10.744121,-9.684362,-17.460569,-16.117247,-18.530897,-7.980677,-10.116418,-23.812651,-14.550863,-16.227762,-15.353988,-9.262136,-11.695282,-14.136036,-12.286205,-9.813417,-12.176511,-18.438335,-18.571821,-18.116337,-14.718538,-19.328773,-19.373466,-13.432169,-12.877173,-10.652269,-10.92487,-6.921894,-10.077207
2834,158485,113.489746,22.118143,-0.528213,0,-23.33049,-5.441397,-28.699244,-18.156883,-31.302227,-7.112973,-8.484644,-7.598401,-7.243398,-0.263345,-10.321325,-13.354997,-13.229115,-14.184974,-14.291463,-18.689489,-8.882273,-9.334463,-7.181324,-22.484009,-31.590046,-11.864056,-19.45871,-12.41938,-15.399578,-19.400017,-14.7484,-14.040275,-15.973725,-21.228344,-13.333255,-19.692039,-15.999791,-13.839641,4.58582,-17.315624,-4.247153,-9.914003,-13.783232,-12.164273,-6.098433,-14.870085,-16.374866,-4.11992,-33.730682,-7.780416,-19.917259,-17.875435,-17.951139,-13.97878,-15.776633,-18.787933,-16.590961,-13.016933,-8.770737,-26.257973,-15.500868,-6.002887,-20.535036,-14.086613,-15.712433,-21.096085,-18.401501,-17.34705,-12.699653,-25.481308,-19.888889,-13.995685,-10.104639,-22.570177,-27.009867,-14.872221,-18.269552,-13.693312,-14.337614,-12.776581,-20.593067,-19.115938,-21.429625,-10.130562,-12.93209,-26.39159,-17.238497,-19.936028,-19.235535,-12.084034,-14.013347,-16.714516,-15.410647,-12.372113,-15.037845,-21.474657,-21.093098,-20.175308,-17.669668,-22.165691,-22.098297,-16.058165,-15.704578,-13.232594,-14.681012,-10.217151,-13.291224
2835,158486,113.489189,22.118048,-0.134678,0,-6.479271,-6.155491,-8.500582,-6.32186,-7.147572,-4.416232,-2.406039,2.119585,0.978692,9.259371,-3.50927,-5.075507,-4.005775,-6.835209,-8.387526,-8.272028,-3.296377,-1.270624,1.794763,-9.118843,-22.033718,-3.376858,-9.266014,-2.149086,-7.120966,-9.802874,-6.125627,-6.566741,-5.837827,-12.94968,-2.456032,-10.800182,-5.279012,-7.234138,15.007872,-8.089363,4.047085,-4.867517,-6.5781,-3.591599,2.394711,-4.866988,-6.638975,1.705828,-22.856037,3.594105,-8.851684,-2.967581,-7.028924,-3.136658,-5.297539,-8.398684,-9.189684,-1.115608,2.384802,-14.00053,-2.715048,5.027784,-5.863844,-0.106721,-3.240556,-9.690354,-6.292051,-7.116609,-1.16455,-10.807873,-6.424212,0.376647,1.908237,-10.100951,-12.593943,-0.999581,-5.718807,-3.962884,-2.965106,-1.531149,-9.625074,-8.683021,-7.780494,1.399352,-2.281181,-14.301064,-5.273025,-9.414946,-7.874384,-0.962757,-4.046244,-5.061796,-5.739546,-0.47062,-2.632767,-10.564718,-12.850885,-8.509688,-6.168387,-7.810324,-11.878599,-6.438484,-5.984118,-3.52908,-3.137398,2.068454,-0.142665
2836,158488,113.48806,22.117851,0.805658,0,-1.480491,-1.952597,-1.820595,-0.770517,-1.401557,-1.356204,-1.028929,3.904659,4.762956,7.072097,-4.77568,-0.282291,9.912385,3.876088,1.997283,-0.277419,7.264396,10.662428,16.851938,5.013105,-5.959697,12.537378,3.269701,10.736486,8.238268,2.542892,6.600857,5.850335,6.743055,1.045561,12.19943,2.885285,11.451832,10.265047,28.851515,5.658024,15.953213,8.152701,7.263741,7.989828,12.220623,7.703536,8.139631,14.267414,-4.891056,19.187634,7.158187,8.965642,5.572688,7.749829,5.895285,2.300888,4.765147,12.340929,16.625071,2.616765,11.007579,20.147934,7.008856,11.738043,7.682505,2.191355,4.686999,5.490094,9.931139,0.944996,6.111441,15.81637,15.81369,4.687858,3.179708,12.507174,7.828176,6.896743,5.978173,8.334377,2.099475,5.41684,9.099732,17.326633,13.036049,-1.029924,13.03423,5.4333,6.227362,11.572369,7.720466,4.928012,6.855421,14.843714,10.828276,12.659181,4.773845,8.035477,10.475096,6.745873,4.622427,6.962851,7.199661,8.634512,9.565409,17.780642,14.047819
2837,158489,113.487442,22.117744,1.303851,0,5.425297,-1.970072,-1.902733,-0.215414,-1.160677,-0.846035,3.227514,7.48238,10.275108,15.056694,2.574016,19.965498,20.573177,13.960211,17.535601,10.444275,19.546984,21.153009,26.985699,15.503124,-0.045452,19.33794,16.893583,21.314238,18.115679,16.135895,17.957203,21.129107,17.038006,16.043341,23.231277,15.84888,23.981441,19.922331,37.244926,16.825544,26.698071,20.356133,18.897285,21.358963,23.471481,21.253443,19.823559,25.201403,4.583718,28.936323,18.945015,21.307373,16.811743,20.679287,17.546984,12.624344,15.591443,20.873196,27.509249,14.93187,22.690254,30.143017,17.773653,24.04162,17.974585,14.420364,16.939466,18.169876,22.527914,10.209007,19.138605,26.922453,26.82353,16.096029,12.916893,23.149824,20.19323,21.011435,18.403791,21.709145,14.265667,18.600466,20.58057,27.348984,25.585979,9.362183,20.231445,17.240131,17.834169,22.481972,19.02709,17.423004,19.871397,24.728424,20.336414,15.506211,12.006117,18.081821,20.981457,17.819746,15.85203,18.364651,20.506662,21.18927,22.690903,27.627037,24.99054
2838,158492,113.484825,22.117287,-2.753663,0,-1.630269,-1.673764,-1.608086,-4.698286,-1.7649,-1.132171,-5.093656,-0.318889,-0.693279,2.822707,-10.043621,-7.618147,-4.054395,-9.597153,-10.790262,-10.928105,-9.669401,-3.063092,-5.494617,-17.77673,-29.432159,-9.539811,-14.227159,-17.086981,-12.562876,-16.159492,-13.625113,-14.043835,-11.799042,-17.514994,-11.483442,-21.2393,-10.809058,-18.699986,0.78921,-17.4016,-4.664852,-15.582445,-15.67602,-13.666574,-9.03672,-18.421349,-20.580509,-18.087639,-29.732174,-10.374998,-16.559952,-14.610145,-18.93729,-13.182042,-19.551895,-18.751587,-16.762764,-12.709069,-13.003965,-27.689756,-15.589643,-19.521595,-24.289492,-18.950241,-18.372215,-22.983713,-18.416605,-19.852533,-17.941174,-28.373583,-24.63028,-11.71257,-20.836506,-28.621109,-33.108498,-16.350466,-19.819683,-18.559031,-21.284319,-16.880438,-23.218216,-26.179268,-27.439583,-18.171318,-17.820854,-30.325348,-27.253672,-22.092056,-22.746143,-21.181921,-21.21784,-25.439562,-24.729782,-19.72739,-32.376968,-30.402309,-31.35947,-29.855228,-22.148251,-34.020645,-32.217304,-21.61026,-24.652889,-21.296738,-22.484968,-25.670441,-25.283215
